ejercicio_presupuestario,jurisdiccion_id,jurisdiccion_desc,subjurisdiccion_id,subjurisdiccion_desc,servicio_id,servicio_desc,programa_id,programa_desc,subprograma_id,subprograma_desc,tipo_medicion_fisica,medicion_fisica_id,medicion_fisica_desc,unidad_medida_id,unidad_medida_desc,totalizador_avance_fisico,programacion_inicial_DA,programacion_anual_vig_cierre,ejecucion_anual_de_cierre,causa_desvio,causa_desvio_detalle,causa_desvio_comentario,observaciones,ultima_actualizacion_fecha
2022,40,Ministerio de Justicia y Derechos Humanos,1,Ministerio de Justicia y Derechos Humanos,332,Ministerio de Justicia y Derechos Humanos,18,Politica Criminal y Asuntos Penitenciarios,0,Politica Criminal y Asuntos Penitenciarios,Meta,4124,Desarrollo de iniciativas de revinculacion familar,583,Participante,Suma: el total es la suma de las cantidades,120,0,0,-,-,-,"Información definitiva que forma parte de la Cuenta de Inversión Anual que se presenta al Congreso Nacional",Última actualización del ejercicio 2022: 02 Julio 2023.
2022,40,Ministerio de Justicia y Derechos Humanos,1,Ministerio de Justicia y Derechos Humanos,332,Ministerio de Justicia y Derechos Humanos,18,Politica Criminal y Asuntos Penitenciarios,0,Politica Criminal y Asuntos Penitenciarios,Meta,4125,Desarrollo de actividades culturales y recreativas en proceso de re adaptación social,583,Participante,Suma: el total es la suma de las cantidades,240,0,0,-,-,-,"Información definitiva que forma parte de la Cuenta de Inversión Anual que se presenta al Congreso Nacional",Última actualización del ejercicio 2022: 02 Julio 2023.
2022,40,Ministerio de Justicia y Derechos Humanos,1,Ministerio de Justicia y Derechos Humanos,332,Ministerio de Justicia y Derechos Humanos,18,Politica Criminal y Asuntos Penitenciarios,0,Politica Criminal y Asuntos Penitenciarios,Meta,4126,Distribución de dispositivos electrónicos en la órbita provincial,2042,Dispositivo Entregado,Suma: el total es la suma de las cantidades,1114,1114,146,Otras Causas,Otras Causas,"La dependencia envió información más certera, asociada al Anexo de Cierre debido al tiempo transcurrido entre ambos eventos.","Información definitiva que forma parte de la Cuenta de Inversión Anual que se presenta al Congreso Nacional",Última actualización del ejercicio 2022: 02 Julio 2023.
2022,40,Ministerio de Justicia y Derechos Humanos,1,Ministerio de Justicia y Derechos Humanos,332,Ministerio de Justicia y Derechos Humanos,18,Politica Criminal y Asuntos Penitenciarios,0,Politica Criminal y Asuntos Penitenciarios,Meta,4407,Desarrollo de jornadas de Sensibilización y Concientización Social,72,Persona,Suma: el total es la suma de las cantidades,,120,1092,Otras Causas,Otras Causas,Se articuló con los organismos competentes y se logró alcanzar a 230 personas (familias) para trabajar cuestiones vinculadas a la re vinculación familiar.,"Información definitiva que forma parte de la Cuenta de Inversión Anual que se presenta al Congreso Nacional",Última actualización del ejercicio 2022: 02 Julio 2023.
2022,40,Ministerio de Justicia y Derechos Humanos,1,Ministerio de Justicia y Derechos Humanos,332,Ministerio de Justicia y Derechos Humanos,18,Politica Criminal y Asuntos Penitenciarios,0,Politica Criminal y Asuntos Penitenciarios,Meta,4408,Apoyo Económico y Técnico a organizaciones y cooperativas para fomentar emprendimientos personales,536,Persona Asistida,Suma: el total es la suma de las cantidades,,100,640,Otras Causas,Otras Causas,"atreves de los diferentes  programas nacionales, se logró alcanzar a 640 personas pertenecientes  a diferentes espacios productivos (emprendedores/ras y/o cooperativas de trabajo)","Información definitiva que forma parte de la Cuenta de Inversión Anual que se presenta al Congreso Nacional",Última actualización del ejercicio 2022: 02 Julio 2023.
2022,40,Ministerio de Justicia y Derechos Humanos,1,Ministerio de Justicia y Derechos Humanos,332,Ministerio de Justicia y Derechos Humanos,18,Politica Criminal y Asuntos Penitenciarios,0,Politica Criminal y Asuntos Penitenciarios,Meta,4409,Apoyo Técnico y Financiero a Patronatos Provinciales para fomentar procesos de inclusión social,2135,Patronato Asistido,Suma: el total es la suma de las cantidades,,22,17,Otras Causas,Otras Causas,"Quedaron sin suscripción los convenios con las provincias de Corrientes, Jujuy, La Pampa, Mendoza y Santiago del Estero, en virtud de que los  instrumentos  fueron remitidos  a las contrapartes provinciales  y estas decidieron no adherir. Por lo cual, se había planificado 22 convenios de los cuales se llegó a 17.","Información definitiva que forma parte de la Cuenta de Inversión Anual que se presenta al Congreso Nacional",Última actualización del ejercicio 2022: 02 Julio 2023.
2022,40,Ministerio de Justicia y Derechos Humanos,1,Ministerio de Justicia y Derechos Humanos,332,Ministerio de Justicia y Derechos Humanos,19,Regulacion y Control Registral,0,Regulacion y Control Registral,Meta,4133,Otorgamiento de Certificado de Antecedentes Penales (CAP),2044,Certificado,Suma: el total es la suma de las cantidades,2161000,2311744,2664712,Otras Causas,Otras Causas,Variables no controlables que influyen en la demanda.,"Información definitiva que forma parte de la Cuenta de Inversión Anual que se presenta al Congreso Nacional",Última actualización del ejercicio 2022: 02 Julio 2023.
2022,40,Ministerio de Justicia y Derechos Humanos,1,Ministerio de Justicia y Derechos Humanos,332,Ministerio de Justicia y Derechos Humanos,19,Regulacion y Control Registral,0,Regulacion y Control Registral,Meta,4134,"Otorgamiento de Informes CoNARC, CoNIC y CoNAPP",27,Informe,Suma: el total es la suma de las cantidades,5978000,6788212,8154652,Otras Causas,Otras Causas,Variables no controlables que influyen en la demanda.,"Información definitiva que forma parte de la Cuenta de Inversión Anual que se presenta al Congreso Nacional",Última actualización del ejercicio 2022: 02 Julio 2023.
2022,40,Ministerio de Justicia y Derechos Humanos,1,Ministerio de Justicia y Derechos Humanos,332,Ministerio de Justicia y Derechos Humanos,19,Regulacion y Control Registral,0,Regulacion y Control Registral,Meta,4410,Emisión de Informes de Antecedentes penales,27,Informe,Suma: el total es la suma de las cantidades,,494819,517406,Otras Causas,Otras Causas,Variables no controlables que influyen en la demanda.,"Información definitiva que forma parte de la Cuenta de Inversión Anual que se presenta al Congreso Nacional",Última actualización del ejercicio 2022: 02 Julio 2023.
2022,40,Ministerio de Justicia y Derechos Humanos,1,Ministerio de Justicia y Derechos Humanos,332,Ministerio de Justicia y Derechos Humanos,19,Regulacion y Control Registral,0,Regulacion y Control Registral,Meta,4411,Elaboración de informes estadisticos,27,Informe,Suma: el total es la suma de las cantidades,,16,16,-,-,-,"Información definitiva que forma parte de la Cuenta de Inversión Anual que se presenta al Congreso Nacional",Última actualización del ejercicio 2022: 02 Julio 2023.
2022,40,Ministerio de Justicia y Derechos Humanos,1,Ministerio de Justicia y Derechos Humanos,332,Ministerio de Justicia y Derechos Humanos,19,Regulacion y Control Registral,0,Regulacion y Control Registral,Meta,4412,Administrador Registro Único de Aspirantes a Guarda con fines adoptivos,2136,Legajo,Suma: el total es la suma de las cantidades,,10521,0,Otras Causas,Otras Causas,"Al ser un registro de segundo grado, son los registros únicos de cada jurisdiccion los encargados de cargar los legajos en la base de datos Nacional. Por lo tanto, no es algo que podamos  proyectar.","Información definitiva que forma parte de la Cuenta de Inversión Anual que se presenta al Congreso Nacional",Última actualización del ejercicio 2022: 02 Julio 2023.
2022,40,Ministerio de Justicia y Derechos Humanos,1,Ministerio de Justicia y Derechos Humanos,332,Ministerio de Justicia y Derechos Humanos,19,Regulacion y Control Registral,0,Regulacion y Control Registral,Meta,4413,Encuentros de Orientación Sobre procesos de adopción,155,Encuentro,Suma: el total es la suma de las cantidades,,31,32,Otras Causas,Otras Causas,en línea con lo proyectado.,"Información definitiva que forma parte de la Cuenta de Inversión Anual que se presenta al Congreso Nacional",Última actualización del ejercicio 2022: 02 Julio 2023.
2022,40,Ministerio de Justicia y Derechos Humanos,1,Ministerio de Justicia y Derechos Humanos,332,Ministerio de Justicia y Derechos Humanos,19,Regulacion y Control Registral,0,Regulacion y Control Registral,Meta,4414,"Apoyo Técnico a Familias Para períodos de vinculación, guarda y adopción",361,Familia Asistida,Suma: el total es la suma de las cantidades,,48,44,Otras Causas,Otras Causas,"Respecto a las familias asistidas, las intervencions tienen un tiempo de intervencion y es a demanda de los juzgados que nos soliciten, conforme al requerimiento del 'Programa de Acompañamiento de apoyo técnico para familias en periodos de vinculación, guarda y adopción'","Información definitiva que forma parte de la Cuenta de Inversión Anual que se presenta al Congreso Nacional",Última actualización del ejercicio 2022: 02 Julio 2023.
2022,40,Ministerio de Justicia y Derechos Humanos,1,Ministerio de Justicia y Derechos Humanos,332,Ministerio de Justicia y Derechos Humanos,26,Promocion y Defensa de los Derechos Humanos,0,Promocion y Defensa de los Derechos Humanos,Meta,2067,Capacitación en Derechos Humanos,39,Curso,Suma: el total es la suma de las cantidades,220,352,399,Otras Causas,Otras Causas,"SE REALIZARON CURSOS VIRTALES Y PRESENCIALES EN LAS AREAS DE MUSEO, DNF, DNCCHC, DNGSV, ULLOA, SUBSE DE PROMOCION, DNERMyR, DNSM, DNAJN QUE NO HABIAN SIDO PLANIFICADOS.","Información definitiva que forma parte de la Cuenta de Inversión Anual que se presenta al Congreso Nacional",Última actualización del ejercicio 2022: 02 Julio 2023.
2022,40,Ministerio de Justicia y Derechos Humanos,1,Ministerio de Justicia y Derechos Humanos,332,Ministerio de Justicia y Derechos Humanos,26,Promocion y Defensa de los Derechos Humanos,0,Promocion y Defensa de los Derechos Humanos,Meta,3214,Promoción de los Derechos Humanos,270,Evento,Suma: el total es la suma de las cantidades,789,778,860,Otras Causas,Otras Causas,"FUERON REALIZADOS EVENTOS EN LAS AREAS DE SDH, ANM, CONADI, SECFDH, MUSEO, SUBSE DE PROMOCION, DNERMyR, DNSM, NO PLANIFICADOS.","Información definitiva que forma parte de la Cuenta de Inversión Anual que se presenta al Congreso Nacional",Última actualización del ejercicio 2022: 02 Julio 2023.
2022,40,Ministerio de Justicia y Derechos Humanos,1,Ministerio de Justicia y Derechos Humanos,332,Ministerio de Justicia y Derechos Humanos,26,Promocion y Defensa de los Derechos Humanos,0,Promocion y Defensa de los Derechos Humanos,Meta,4158,Otorgamiento de Indenmizaciones por Ley 25.914,2052,Indemización Otorgada,Suma: el total es la suma de las cantidades,270,787,381,Otras Causas,Otras Causas,NO LLEGAN A SER PAGADOS LOS EXPEDIENTES QUE SE ENCUENTRAN PENDIENTES CON DICTAMEN FAVORABLE POR FALTA DE TIEMPO. PASAN AL EJERCICIO SIGUIENTE.,"Información definitiva que forma parte de la Cuenta de Inversión Anual que se presenta al Congreso Nacional",Última actualización del ejercicio 2022: 02 Julio 2023.
2022,40,Ministerio de Justicia y Derechos Humanos,1,Ministerio de Justicia y Derechos Humanos,332,Ministerio de Justicia y Derechos Humanos,27,Controles Anticorrupcion,0,Controles Anticorrupcion,Indicador,209,Tasa de Cumplimiento en la Presentación de DDJJ,1187,Porcentaje,Suma: el total es la suma de las cantidades,95,92,91,-,-,-,"Información definitiva que forma parte de la Cuenta de Inversión Anual que se presenta al Congreso Nacional",Última actualización del ejercicio 2022: 02 Julio 2023.
2022,40,Ministerio de Justicia y Derechos Humanos,1,Ministerio de Justicia y Derechos Humanos,332,Ministerio de Justicia y Derechos Humanos,27,Controles Anticorrupcion,0,Controles Anticorrupcion,Meta,2070,Resolución de Casos por Conflicto de Intereses,561,Caso Resuelto,Suma: el total es la suma de las cantidades,110,120,127,Otras Causas,Otras Causas,A partir de la implementación del MAPPAP (Resol OA 7/22) se agilizó el trámite de los casos,"Información definitiva que forma parte de la Cuenta de Inversión Anual que se presenta al Congreso Nacional",Última actualización del ejercicio 2022: 02 Julio 2023.
2022,40,Ministerio de Justicia y Derechos Humanos,1,Ministerio de Justicia y Derechos Humanos,332,Ministerio de Justicia y Derechos Humanos,27,Controles Anticorrupcion,0,Controles Anticorrupcion,Meta,2074,Control de DDJJ Funcionarios,168,Declaración Jurada,Suma: el total es la suma de las cantidades,3025,3327,3187,Otras Causas,Otras Causas,"Las justificaciones recaen en los siguientes inconvenientes:   Uno de los integrantes con tareas de control y seguimiento de DD.JJ. renunció a su puesto de trabajo a finales de abril 2022, quedando el equipo con una persona menos a partir de mayo 2022. A la fecha no ha sido reemplazado.   Problemas en las redes informáticas que provocan importantes retrasos en acceso a archivos e incluso a consultas realizadas a través de internet a los fines de la realización de los análisis de DD.JJ.   Licencias del personal.","Información definitiva que forma parte de la Cuenta de Inversión Anual que se presenta al Congreso Nacional",Última actualización del ejercicio 2022: 02 Julio 2023.
2022,40,Ministerio de Justicia y Derechos Humanos,1,Ministerio de Justicia y Derechos Humanos,332,Ministerio de Justicia y Derechos Humanos,27,Controles Anticorrupcion,0,Controles Anticorrupcion,Meta,3205,Denuncias Judiciales Presentadas,1557,Presentación Judicial,Suma: el total es la suma de las cantidades,108,40,57,Otras Causas,Otras Causas,"La desviación obedece a que comenzaron a ingresar a esta dependencia las denuncias por incumplimientos de presentación de DJ patrimoniales, dado que la presentación y control de estos documentos estaban demorados como consecuencia de la pandemia, y por otra parte también se agilizaron las respuestas a las medidas de solicitadas por esta dependencia en las investigaciones preliminares tramitadas.","Información definitiva que forma parte de la Cuenta de Inversión Anual que se presenta al Congreso Nacional",Última actualización del ejercicio 2022: 02 Julio 2023.
2022,40,Ministerio de Justicia y Derechos Humanos,1,Ministerio de Justicia y Derechos Humanos,332,Ministerio de Justicia y Derechos Humanos,27,Controles Anticorrupcion,0,Controles Anticorrupcion,Meta,3211,Capacitación de funcionarios y empleados públicos,1156,Taller Realizado,Suma: el total es la suma de las cantidades,60,60,73,Otras Causas,Otras Causas,Se atendió una demanda de capacitaciones mayor a la prevista,"Información definitiva que forma parte de la Cuenta de Inversión Anual que se presenta al Congreso Nacional",Última actualización del ejercicio 2022: 02 Julio 2023.
2022,40,Ministerio de Justicia y Derechos Humanos,1,Ministerio de Justicia y Derechos Humanos,332,Ministerio de Justicia y Derechos Humanos,38,Formacion Universitaria en Derechos Humanos,0,Formacion Universitaria en Derechos Humanos,Meta,4117,Alfabetización y formación en contexto de encierro,89,Persona Capacitada,Suma: el total es la suma de las cantidades,4000,1200,1207,Otras Causas,Otras Causas,en línea con lo proyectado.,"Información definitiva que forma parte de la Cuenta de Inversión Anual que se presenta al Congreso Nacional",Última actualización del ejercicio 2022: 02 Julio 2023.
2022,40,Ministerio de Justicia y Derechos Humanos,1,Ministerio de Justicia y Derechos Humanos,332,Ministerio de Justicia y Derechos Humanos,38,Formacion Universitaria en Derechos Humanos,0,Formacion Universitaria en Derechos Humanos,Meta,4118,Formación Extracurricular en Derechos Humanos,89,Persona Capacitada,Suma: el total es la suma de las cantidades,3000,3250,4000,Otras Causas,Otras Causas,Inauguración de sede en la calle Defensa 119 CABA lo que permitió aumentar el dictado de cursos presenciales y a distancia.,"Información definitiva que forma parte de la Cuenta de Inversión Anual que se presenta al Congreso Nacional",Última actualización del ejercicio 2022: 02 Julio 2023.
2022,40,Ministerio de Justicia y Derechos Humanos,1,Ministerio de Justicia y Derechos Humanos,332,Ministerio de Justicia y Derechos Humanos,38,Formacion Universitaria en Derechos Humanos,0,Formacion Universitaria en Derechos Humanos,Meta,4415,"Difusión, Promoción y Sensibilización",270,Evento,Suma: el total es la suma de las cantidades,,40,48,Otras Causas,Otras Causas,En línea con lo proyectado.,"Información definitiva que forma parte de la Cuenta de Inversión Anual que se presenta al Congreso Nacional",Última actualización del ejercicio 2022: 02 Julio 2023.
2022,40,Ministerio de Justicia y Derechos Humanos,1,Ministerio de Justicia y Derechos Humanos,332,Ministerio de Justicia y Derechos Humanos,43,Afianzamiento de la Justicia,0,Afianzamiento de la Justicia,Indicador,440,Federalización del Acomp en Territorio de Victimas de Violencia Familiar y Delitos contra la Integridad Sexual (PPG),2049,Municipio,Suma: el total es la suma de las cantidades,3,4,43,Otras Causas,Otras Causas,"Atento a la  Resolución 140/2022, RESOL-2022-140-APN-MJ, (14/02/22) las acciones de la Coordinación del Programa Las Víctimas Contra Las Violencias -dependen de la  DIRECCIÓN NACIONAL DE PROMOCIÓN Y FORTALECIMIENTO PARA EL ACCESO A LA JUSTICIA de la SUBSECRETARÍA DE ACCESO A LA JUSTICIA- por necesidades de optimización de la gestión de federalización a través de los Centros de Acceso a la Justicia. Se realizaron intervenciones de manera virtual en 29 ciudades/localidades a través de la Unidad de Intervención en Victimología, del PVCV y 14 intervenciones/articulaciones en terreno con los Centros de Acceso a la Justicia de Buenos Aires, Córdoba, Mendoza, Misiones, San Luis y Tucumán.","Información definitiva que forma parte de la Cuenta de Inversión Anual que se presenta al Congreso Nacional",Última actualización del ejercicio 2022: 02 Julio 2023.
2022,40,Ministerio de Justicia y Derechos Humanos,1,Ministerio de Justicia y Derechos Humanos,332,Ministerio de Justicia y Derechos Humanos,43,Afianzamiento de la Justicia,0,Afianzamiento de la Justicia,Meta,2818,Mediación Penitenciaria,30,Caso,Suma: el total es la suma de las cantidades,,700,801,Otras Causas,Otras Causas,"Se recibieron en el acumulado del año más solicitudes de mediaciones que las programadas por parte de internos alojados en los compejos penitenciarios federales de Devoto, Ezeiza y Marcos Paz.","Información definitiva que forma parte de la Cuenta de Inversión Anual que se presenta al Congreso Nacional",Última actualización del ejercicio 2022: 02 Julio 2023.
2022,40,Ministerio de Justicia y Derechos Humanos,1,Ministerio de Justicia y Derechos Humanos,332,Ministerio de Justicia y Derechos Humanos,43,Afianzamiento de la Justicia,0,Afianzamiento de la Justicia,Meta,2820,Seminario Taller para Mediadores,39,Curso,Suma: el total es la suma de las cantidades,,63,62,Otras Causas,Otras Causas,En el año se realizaron un número casi idéntico de cursos que los programados. Desvío dentro de los parámetros normales.,"Información definitiva que forma parte de la Cuenta de Inversión Anual que se presenta al Congreso Nacional",Última actualización del ejercicio 2022: 02 Julio 2023.
2022,40,Ministerio de Justicia y Derechos Humanos,1,Ministerio de Justicia y Derechos Humanos,332,Ministerio de Justicia y Derechos Humanos,43,Afianzamiento de la Justicia,0,Afianzamiento de la Justicia,Meta,2821,Certificación de Firma,1347,Acta Certificada,Suma: el total es la suma de las cantidades,,240,71,Otras Causas,Otras Causas,"Falta de soporte informático del circuito administrativo. Se está comenzando a realizarla de a poco y por pedido de juzgados a través de oficios judiciales y en algunos casos, por pedido de particulares","Información definitiva que forma parte de la Cuenta de Inversión Anual que se presenta al Congreso Nacional",Última actualización del ejercicio 2022: 02 Julio 2023.
2022,40,Ministerio de Justicia y Derechos Humanos,1,Ministerio de Justicia y Derechos Humanos,332,Ministerio de Justicia y Derechos Humanos,43,Afianzamiento de la Justicia,0,Afianzamiento de la Justicia,Meta,2822,Ejecución de Multas,1348,Procedimiento Iniciado,Suma: el total es la suma de las cantidades,,200,0,Otras Causas,Otras Causas,No se iniciaron procedimientos en lo que va del año  debido a no existe obligatoriedad de aceptación a participar en las mediaciones on-line. Por consiguiente no se pueden cobrar multas por incomparescencias. Se está trabajando con la documentación de pedidos anteriores para terminar con ese trabajo administrativo.,"Información definitiva que forma parte de la Cuenta de Inversión Anual que se presenta al Congreso Nacional",Última actualización del ejercicio 2022: 02 Julio 2023.
2022,40,Ministerio de Justicia y Derechos Humanos,1,Ministerio de Justicia y Derechos Humanos,332,Ministerio de Justicia y Derechos Humanos,43,Afianzamiento de la Justicia,0,Afianzamiento de la Justicia,Meta,3220,Mediación Oficial Gratuita,30,Caso,Suma: el total es la suma de las cantidades,,1300,573,Otras Causas,Otras Causas,"El desvío se debe a que se realizaron pocas mediaciones gratuitas on-line en el acumulado del año, ante la negativa en algunos casos de realizarlas de ese modo por la parte requerida.","Información definitiva que forma parte de la Cuenta de Inversión Anual que se presenta al Congreso Nacional",Última actualización del ejercicio 2022: 02 Julio 2023.
2022,40,Ministerio de Justicia y Derechos Humanos,1,Ministerio de Justicia y Derechos Humanos,332,Ministerio de Justicia y Derechos Humanos,43,Afianzamiento de la Justicia,0,Afianzamiento de la Justicia,Meta,3221,Mediación Oficial No Gratuita,30,Caso,Suma: el total es la suma de las cantidades,,80000,98359,Otras Causas,Otras Causas,"Se realizaron en el acumulado del año más mediaciones no gratuitas de manera on line que las programadas, sumadas a las pocas que se realizaron presenciales.","Información definitiva que forma parte de la Cuenta de Inversión Anual que se presenta al Congreso Nacional",Última actualización del ejercicio 2022: 02 Julio 2023.
2022,40,Ministerio de Justicia y Derechos Humanos,1,Ministerio de Justicia y Derechos Humanos,332,Ministerio de Justicia y Derechos Humanos,43,Afianzamiento de la Justicia,0,Afianzamiento de la Justicia,Meta,4138,Orientación y Acompañamiento a Victímas de Violencia Familiar y de Delitos contra la Integridad Sexual (PPG),536,Persona Asistida,Suma: el total es la suma de las cantidades,12100,12100,14395,Otras Causas,Otras Causas,"La dependencia envió información más certera, asociada al Anexo de Cierre debido al tiempo transcurrido entre ambos eventos.","Información definitiva que forma parte de la Cuenta de Inversión Anual que se presenta al Congreso Nacional",Última actualización del ejercicio 2022: 02 Julio 2023.
2022,40,Ministerio de Justicia y Derechos Humanos,1,Ministerio de Justicia y Derechos Humanos,332,Ministerio de Justicia y Derechos Humanos,43,Afianzamiento de la Justicia,0,Afianzamiento de la Justicia,Meta,4139,"Capacitación en materia de Asesoramiento, Orientación y Acompañamiento de Victímas de delitos",89,Persona Capacitada,Suma: el total es la suma de las cantidades,280,280,3528,Otras Causas,Otras Causas,"1000 personas (presencial) en Mar de Ajó, 150 personas (100 zoom 50 presencial) en Salta, 100 personas de Chaco, 50 personas en Entre Ríos,  68 personas en Misiones.","Información definitiva que forma parte de la Cuenta de Inversión Anual que se presenta al Congreso Nacional",Última actualización del ejercicio 2022: 02 Julio 2023.
2022,40,Ministerio de Justicia y Derechos Humanos,1,Ministerio de Justicia y Derechos Humanos,332,Ministerio de Justicia y Derechos Humanos,43,Afianzamiento de la Justicia,0,Afianzamiento de la Justicia,Meta,4140,Capacitación sobre Acceso a la Justicia de Personas con Discapacidad (DIS),89,Persona Capacitada,Suma: el total es la suma de las cantidades,36,36,32,Otras Causas,Otras Causas,En el mes de diciembre no se pudieron realizar encuentros de capacitación que estaban programados.,"Información definitiva que forma parte de la Cuenta de Inversión Anual que se presenta al Congreso Nacional",Última actualización del ejercicio 2022: 02 Julio 2023.
2022,40,Ministerio de Justicia y Derechos Humanos,1,Ministerio de Justicia y Derechos Humanos,332,Ministerio de Justicia y Derechos Humanos,43,Afianzamiento de la Justicia,0,Afianzamiento de la Justicia,Meta,4141,Capacitación sobre Abordaje y Prevención de la Violencia Sexual y Familiar (PPG),89,Persona Capacitada,Suma: el total es la suma de las cantidades,2400,2400,11876,Otras Causas,Otras Causas,"La dependencia envió información más certera, asociada al Anexo de Cierre debido al tiempo transcurrido entre ambos eventos.","Información definitiva que forma parte de la Cuenta de Inversión Anual que se presenta al Congreso Nacional",Última actualización del ejercicio 2022: 02 Julio 2023.
2022,40,Ministerio de Justicia y Derechos Humanos,1,Ministerio de Justicia y Derechos Humanos,332,Ministerio de Justicia y Derechos Humanos,43,Afianzamiento de la Justicia,0,Afianzamiento de la Justicia,Meta,4142,Monitoreo de Victímas y Agresores de Violencia de Género (PPG),2048,Persona Monitoreada Diariamente,Suma: el total es la suma de las cantidades,576000,0,0,-,-,-,"Información definitiva que forma parte de la Cuenta de Inversión Anual que se presenta al Congreso Nacional",Última actualización del ejercicio 2022: 02 Julio 2023.
2022,40,Ministerio de Justicia y Derechos Humanos,1,Ministerio de Justicia y Derechos Humanos,332,Ministerio de Justicia y Derechos Humanos,43,Afianzamiento de la Justicia,0,Afianzamiento de la Justicia,Meta,4142,Monitoreo de Victímas y Agresores de Violencia de Género (PPG),2138,Servicio de Monitoreo Provisto,Promedio: el total es la suma de las cantidades dividido el número de cantidades,,10500,2221,Otras Causas,Otras Causas,"se adecua como promedio, visualizando lo determinado por la dependencia en el Anexo de cierre, evidenciando información certera","Información definitiva que forma parte de la Cuenta de Inversión Anual que se presenta al Congreso Nacional",Última actualización del ejercicio 2022: 02 Julio 2023.
2022,40,Ministerio de Justicia y Derechos Humanos,1,Ministerio de Justicia y Derechos Humanos,332,Ministerio de Justicia y Derechos Humanos,43,Afianzamiento de la Justicia,0,Afianzamiento de la Justicia,Meta,4143,Acompañamiento y Asesoramiento Integral a Victímas de Delito contra la Vida,536,Persona Asistida,Suma: el total es la suma de las cantidades,200,200,1693,Otras Causas,Otras Causas,"349 actuaciones activas totales, de las cuales 26 corresponden a nuevos ingresos en el período, que se suman a los activos.Se brinda un acompañamiento psicosociojurírido longitudinal a lo largo de todo el proceso penal en delitos en los que se encuentra afectado el valor vida.","Información definitiva que forma parte de la Cuenta de Inversión Anual que se presenta al Congreso Nacional",Última actualización del ejercicio 2022: 02 Julio 2023.
2022,40,Ministerio de Justicia y Derechos Humanos,1,Ministerio de Justicia y Derechos Humanos,332,Ministerio de Justicia y Derechos Humanos,43,Afianzamiento de la Justicia,0,Afianzamiento de la Justicia,Meta,4416,Facilitación de solución en conflictos,2137,Proceso de Facilitación Realizado,Suma: el total es la suma de las cantidades,,5,1,Otras Causas,Otras Causas,El desvío se debe a que se recibió un sólo pedido en el año de parte organismos provinciales o juzgados federales para llevar adelante procesos de facilitación de solución de conflictos.,"Información definitiva que forma parte de la Cuenta de Inversión Anual que se presenta al Congreso Nacional",Última actualización del ejercicio 2022: 02 Julio 2023.
2022,40,Ministerio de Justicia y Derechos Humanos,2,Servicio Penitenciario Federal,331,Servicio Penitenciario Federal,16,Seguridad y Rehabilitacion del Interno,0,Seguridad y Rehabilitacion del Interno,Meta,147,Custodia y Guarda de Procesados,51,Procesado,Promedio: el total es la suma de las cantidades dividido el número de cantidades,9385,6408,5369,Otras Causas,Otras Causas,"Las variaciones se deben a que en el segundo y tercer trimestre del año 2021, en líneas generales, el total de los alojados mostró una baja, dado que a raíz de la situación pandémica se habían implementado nuevamente restricciones más severas por el gran aumento de casos. Es por ello que, por un lado, la cantidad de egresos de internos, en ese entonces, se incrementó, y por otro lado, influyó en la admisión de detenidos. Sin embargo, actualmente, el Covid-19 no afecta los procesos de ingresos de los internos, que de manera paulatina comenzaron a ingresar en los diferentes establecimientos, cumpliendo con los debidos protocolos. Por este motivo, las proyecciones quedaron por encima de las cantidades reales de alojados.","Información definitiva que forma parte de la Cuenta de Inversión Anual que se presenta al Congreso Nacional",Última actualización del ejercicio 2022: 02 Julio 2023.
2022,40,Ministerio de Justicia y Derechos Humanos,2,Servicio Penitenciario Federal,331,Servicio Penitenciario Federal,16,Seguridad y Rehabilitacion del Interno,0,Seguridad y Rehabilitacion del Interno,Meta,491,Custodia y Readaptación Social de Condenados,186,Condenado,Promedio: el total es la suma de las cantidades dividido el número de cantidades,6103,5511,5285,Otras Causas,Otras Causas,"Surgen pequeñas variaciones entre las estimaciones y la población alojada por condena, ya que parte de los egresos en el transcurso del ejercicio 2022 se deben a la cantidad de libertades que hubo, siendo el motivo principal la Libertad por Agotamiento de Condena.","Información definitiva que forma parte de la Cuenta de Inversión Anual que se presenta al Congreso Nacional",Última actualización del ejercicio 2022: 02 Julio 2023.
2022,40,Ministerio de Justicia y Derechos Humanos,2,Servicio Penitenciario Federal,331,Servicio Penitenciario Federal,16,Seguridad y Rehabilitacion del Interno,0,Seguridad y Rehabilitacion del Interno,Meta,492,Atención de Condenados en Período de Prueba,186,Condenado,Promedio: el total es la suma de las cantidades dividido el número de cantidades,693,613,663,Otras Causas,Otras Causas,Mayor cantidad de internos condenados se encontraron en condiciones de acceder al período de prueba.,"Información definitiva que forma parte de la Cuenta de Inversión Anual que se presenta al Congreso Nacional",Última actualización del ejercicio 2022: 02 Julio 2023.
2022,40,Ministerio de Justicia y Derechos Humanos,2,Servicio Penitenciario Federal,331,Servicio Penitenciario Federal,25,Formacion y Capacitacion,0,Formacion y Capacitacion,Indicador,423,Tasa de Egreso,1187,Porcentaje,Suma: el total es la suma de las cantidades,"76,13",0,0,-,-,-,"Información definitiva que forma parte de la Cuenta de Inversión Anual que se presenta al Congreso Nacional",Última actualización del ejercicio 2022: 02 Julio 2023.
